since_first_active_month_parsed_days,reward_int,cardholder_fico_score,Range_int,cardholder_age
2856,0,429,0,22
2552,1,636,1,60
3192,0,609,0,75
2826,0,667,1,61
3009,2,573,0,79
2644,0,744,3,25
3557,1,796,3,52
3526,2,535,0,26
2795,1,333,0,28
2552,1,586,0,92
2614,1,431,0,29
2826,1,545,0,52
2675,1,490,0,79
2614,1,689,1,29
2491,0,402,0,78
2461,1,495,0,58
2736,0,395,0,24
2795,1,632,1,52
2675,0,545,0,62
2856,1,844,3,23
2614,2,507,0,68
2948,1,791,3,27
3070,2,589,0,90
3406,0,477,0,96
3618,1,429,0,84
2491,2,604,0,53
2491,1,780,3,60
2491,1,752,3,89
2491,1,805,3,40
2644,0,428,0,22
2583,1,803,3,27
2675,1,780,3,37
2522,2,475,0,38
2552,1,636,1,66
2522,1,399,0,32
2644,1,656,1,72
2795,1,374,0,50
2491,2,539,0,37
3101,1,604,0,20
2644,1,643,1,30
2552,1,780,3,26
2795,1,518,0,24
2552,1,389,0,28
2795,1,678,1,56
2583,0,460,0,87
2522,1,514,0,71
2795,1,580,0,91
2644,1,334,0,65
2614,1,840,3,18
2491,2,541,0,20
2522,1,718,2,62
2522,2,493,0,84
2856,2,756,3,21
2583,0,656,1,58
2826,2,465,0,21
2795,0,692,2,40
2522,1,339,0,18
2856,0,766,3,82
2644,2,482,0,92
2795,1,731,3,75
2948,1,814,3,36
3222,1,648,1,70
3467,2,437,0,59
3406,1,300,0,32
2552,1,843,3,35
2522,1,704,2,34
2675,1,358,0,21
3222,1,333,0,29
2644,1,415,0,97
2552,1,635,1,33
3009,2,704,2,26
3345,1,700,2,65
3009,0,642,1,34
2948,1,326,0,31
3009,1,435,0,23
2826,2,564,0,37
2948,2,515,0,47
2491,2,661,1,23
2795,1,565,0,24
2583,1,753,3,51
2736,1,324,0,47
2675,2,518,0,27
3130,1,550,0,95
2948,1,811,3,66
3070,2,576,0,63
2583,2,709,2,32
2644,1,645,1,27
3495,1,409,0,76
2979,1,535,0,30
2887,1,710,2,90
2675,1,339,0,38
2491,0,335,0,33
2826,1,485,0,87
3192,2,303,0,51
2795,1,680,1,57
2491,2,415,0,26
2614,1,700,2,26
2736,2,624,0,77
2583,1,424,0,28
2583,1,523,0,60
2552,0,779,3,44
2461,1,349,0,58
2583,1,717,2,62
2948,0,833,3,79
2764,1,553,0,20
2705,1,437,0,65
3406,0,768,3,41
2522,2,562,0,69
3222,1,804,3,53
2552,1,676,1,31
2979,1,835,3,40
2522,2,528,0,33
2795,1,315,0,56
2461,0,303,0,37
2948,1,506,0,47
2826,1,584,0,53
2491,1,699,2,22
2764,1,769,3,22
2887,1,674,1,57
2583,2,628,0,53
2856,0,489,0,33
2764,0,745,3,22
2552,0,611,0,23
2705,0,784,3,48
2887,1,579,0,20
2614,0,735,3,26
2736,2,438,0,33
3253,0,609,0,86
2948,2,301,0,67
2705,2,450,0,19
2461,2,611,0,22
2491,2,481,0,65
2583,1,799,3,35
2491,1,660,1,70
2583,1,305,0,35
2552,1,778,3,74
2705,2,531,0,19
2917,0,418,0,76
2614,2,632,1,31
2887,1,759,3,32
2552,1,846,3,74
2856,0,478,0,80
2736,0,657,1,72
2887,2,340,0,43
2583,1,782,3,52
2583,1,455,0,25
2552,1,597,0,80
3222,1,837,3,25
2736,1,664,1,69
2705,1,419,0,52
2461,1,444,0,26
3009,0,376,0,63
2675,2,579,0,44
4317,2,655,1,75
2826,1,419,0,57
2461,1,760,3,70
2795,2,362,0,80
3040,2,390,0,43
2948,1,405,0,31
2675,2,652,1,24
2491,2,428,0,55
2644,1,569,0,94
2461,1,402,0,52
2491,1,385,0,51
2675,1,792,3,27
3130,1,378,0,40
2583,0,348,0,37
2675,1,449,0,86
2826,1,782,3,18
2614,1,343,0,57
2675,1,571,0,73
2583,1,638,1,40
2522,1,567,0,47
2764,1,304,0,21
2795,1,694,2,68
2552,0,320,0,67
2675,1,331,0,53
3130,1,486,0,48
2675,1,580,0,84
2705,2,661,1,55
2552,1,676,1,38
2614,1,304,0,30
2736,2,334,0,61
2583,1,537,0,27
2887,1,445,0,30
2736,1,733,3,34
3922,1,847,3,26
2826,1,521,0,91
2705,2,644,1,57
2887,0,757,3,92
3009,0,528,0,90
2522,0,703,2,53
2764,0,690,2,36
3101,2,588,0,47
2675,1,844,3,52
2675,2,412,0,40
2856,1,764,3,58
2917,0,607,0,88
2795,0,663,1,98
2491,1,418,0,46
2614,2,582,0,25
2736,1,483,0,71
2948,1,491,0,57
3009,2,540,0,84
2583,1,665,1,98
2491,2,624,0,21
2552,1,367,0,41
2491,2,845,3,56
3345,1,730,3,33
2887,1,432,0,83
2644,1,379,0,65
2491,1,612,0,31
2826,1,699,2,31
2583,1,484,0,21
2764,0,682,1,45
2491,2,323,0,23
2887,1,679,1,79
2856,2,511,0,77
3009,2,445,0,48
2491,2,307,0,31
2491,1,304,0,77
2917,1,684,1,38
2644,0,804,3,28
2795,1,347,0,73
2644,0,427,0,48
2552,0,849,3,41
2614,0,399,0,33
2795,1,739,3,36
2522,1,395,0,38
2826,2,366,0,44
2552,1,791,3,43
2491,2,416,0,93
2614,1,562,0,34
2583,0,596,0,48
2583,2,614,0,28
2614,1,717,2,72
2614,1,687,1,28
2887,2,577,0,42
2705,1,845,3,73
2614,0,605,0,84
2552,1,390,0,57
2826,1,551,0,53
2856,1,576,0,90
2826,1,382,0,29
3314,1,669,1,48
2826,0,671,1,47
2552,1,306,0,32
2552,1,635,1,48
2491,0,354,0,37
2795,1,507,0,74
3283,2,469,0,30
2795,1,553,0,49
2764,1,453,0,21
2795,1,579,0,94
2795,2,730,3,35
2522,1,773,3,24
2644,0,722,3,59
2583,1,755,3,36
3070,1,637,1,28
2856,1,346,0,39
2795,0,674,1,20
2583,0,805,3,29
3526,1,362,0,32
2461,0,709,2,19
2644,0,515,0,24
2856,2,575,0,32
2522,1,548,0,97
3253,0,347,0,24
2764,1,357,0,39
3253,1,707,2,51
2736,2,743,3,61
3436,0,690,2,50
3801,0,742,3,83
2887,0,391,0,53
2979,1,319,0,25
2522,0,619,0,21
2644,1,561,0,38
2614,1,459,0,79
2583,1,528,0,33
2552,0,382,0,27
2736,1,821,3,22
2795,2,399,0,37
2583,2,688,1,31
3314,0,408,0,51
2552,1,367,0,44
2826,1,378,0,24
2491,2,336,0,53
3222,1,571,0,26
3406,0,587,0,88
2675,0,401,0,50
3283,1,601,0,77
2583,2,300,0,55
2826,1,546,0,70
2948,1,719,2,94
2644,2,493,0,46
2461,0,816,3,29
2491,1,401,0,67
2705,0,301,0,45
2795,0,329,0,42
2583,1,707,2,44
2644,1,673,1,76
2736,1,538,0,32
2979,0,807,3,56
3192,1,371,0,57
3587,1,781,3,42
3345,1,494,0,23
2856,1,532,0,54
2795,1,830,3,19
2764,0,686,1,68
3771,2,842,3,24
2614,1,675,1,39
2795,0,493,0,61
2826,1,830,3,22
2705,1,833,3,41
2583,1,407,0,76
2795,0,805,3,22
2552,2,544,0,44
2583,0,527,0,21
3009,1,478,0,22
2979,1,533,0,75
2795,1,477,0,24
3130,1,690,2,97
2644,1,362,0,24
2614,1,348,0,60
2826,1,495,0,98
2826,2,312,0,39
2795,0,330,0,41
2736,2,312,0,56
2736,1,462,0,30
2675,1,551,0,38
2583,0,614,0,68
3040,1,645,1,37
2522,0,847,3,57
2522,2,738,3,23
2979,1,583,0,20
2552,1,753,3,28
2764,2,393,0,36
2552,0,694,2,56
3192,0,603,0,30
2522,2,687,1,37
2979,1,680,1,38
2583,1,414,0,51
2491,1,650,1,99
2826,1,375,0,74
2614,1,720,3,95
2705,1,486,0,82
2736,0,370,0,51
3710,0,769,3,91
2491,2,643,1,57
2917,0,802,3,94
2917,1,520,0,23
2461,2,354,0,52
2552,0,505,0,36
2522,1,657,1,31
2826,1,428,0,45
2552,2,488,0,29
2491,1,568,0,100
2856,1,654,1,67
2583,1,463,0,42
2614,1,685,1,36
2491,0,673,1,25
2644,1,317,0,48
2644,1,358,0,86
2736,1,775,3,57
2491,0,809,3,81
2675,2,799,3,61
2583,0,751,3,53
2522,1,719,2,52
3375,1,757,3,32
2522,1,359,0,28
2675,1,588,0,74
2522,0,616,0,26
2522,1,595,0,88
2461,1,350,0,35
2491,1,558,0,95
2948,2,548,0,25
2614,1,324,0,24
2583,1,470,0,84
2736,1,360,0,49
2856,1,375,0,19
2552,0,581,0,70
3495,0,465,0,52
2705,0,623,0,98
2948,1,605,0,22
2522,1,732,3,60
2917,0,590,0,58
2491,0,483,0,24
2552,1,451,0,56
2736,1,531,0,50
2856,1,301,0,27
2675,1,532,0,34
2644,1,508,0,31
2614,2,340,0,61
2491,2,401,0,61
2856,1,395,0,79
2826,2,667,1,22
2675,0,631,1,45
2795,1,782,3,51
2736,1,520,0,79
3526,1,521,0,91
2522,1,370,0,41
2826,1,618,0,48
2736,1,743,3,20
2826,2,535,0,23
3801,2,438,0,37
2705,1,527,0,66
2491,1,623,0,58
2583,0,636,1,77
3557,2,654,1,67
2491,2,494,0,46
2705,1,427,0,28
2856,1,566,0,22
2948,0,679,1,60
2917,1,844,3,23
2736,1,321,0,33
2583,1,511,0,29
2736,1,378,0,19
2491,0,751,3,21
2675,1,480,0,35
3222,1,801,3,50
3192,2,488,0,65
2583,2,707,2,65
2795,1,535,0,72
2644,1,654,1,72
3130,0,477,0,74
2522,2,365,0,32
2491,1,313,0,67
2491,1,820,3,27
2583,1,339,0,46
2614,2,338,0,32
2522,1,476,0,27
2705,1,848,3,48
2461,2,668,1,91
2491,2,694,2,23
3314,0,303,0,40
3345,1,744,3,46
2795,1,516,0,84
2583,0,659,1,39
2826,1,353,0,40
2764,1,363,0,38
3587,1,330,0,52
2552,2,632,1,53
2795,2,622,0,48
2826,0,736,3,87
2979,2,458,0,34
3253,1,380,0,47
3101,2,804,3,26
2461,1,461,0,97
2522,1,357,0,60
2522,2,590,0,80
2705,1,654,1,33
2826,2,768,3,48
2583,1,325,0,59
3222,1,768,3,39
2614,1,710,2,28
2736,2,549,0,61
2552,1,426,0,64
2705,2,812,3,89
2887,2,338,0,39
2644,1,417,0,34
2583,1,442,0,21
2705,0,343,0,25
2552,2,495,0,50
3040,1,594,0,96
2705,1,385,0,23
2795,2,524,0,38
2675,1,511,0,92
2856,1,366,0,27
2552,1,410,0,27
2917,1,520,0,60
2979,1,627,0,21
2461,1,816,3,18
2491,2,492,0,83
2583,1,558,0,79
2736,1,840,3,42
2887,1,307,0,19
2675,1,401,0,24
2552,1,417,0,96
2764,1,623,0,59
2461,1,695,2,47
2583,1,724,3,67
2552,0,789,3,52
2826,1,634,1,29
2917,1,379,0,41
2887,0,436,0,28
2795,1,340,0,82
2614,0,448,0,91
2675,2,836,3,35
3253,2,645,1,30
3740,1,631,1,34
2675,1,757,3,83
2461,1,657,1,19
2583,0,714,2,70
2491,1,388,0,54
2491,2,392,0,99
3101,0,716,2,34
2461,1,647,1,35
2705,0,705,2,76
2644,1,692,2,26
2552,1,333,0,30
2795,1,732,3,32
2826,1,378,0,32
2736,1,689,1,35
3983,2,571,0,50
3040,2,402,0,35
2675,0,836,3,50
3070,1,761,3,76
2979,1,377,0,68
2461,1,667,1,20
2522,1,560,0,77
3648,2,731,3,50
2522,0,432,0,26
2583,1,568,0,37
2614,1,709,2,73
2614,0,782,3,26
2552,1,613,0,68
2491,1,386,0,85
2552,1,357,0,24
2491,1,392,0,51
2887,2,361,0,31
2826,1,645,1,90
2764,2,815,3,69
2795,2,315,0,27
2522,2,734,3,95
2552,2,778,3,21
2552,1,555,0,18
3070,1,339,0,47
2614,0,562,0,93
2795,2,454,0,41
2948,1,770,3,73
2461,1,374,0,41
2491,1,330,0,75
2979,1,320,0,29
2614,2,513,0,72
3192,0,326,0,32
2795,1,486,0,43
2491,2,742,3,55
2705,0,846,3,44
2764,1,665,1,27
2917,1,539,0,61
3740,0,376,0,49
2552,2,737,3,46
2644,1,466,0,94
2644,1,494,0,94
2675,0,805,3,49
2583,1,674,1,89
2795,1,332,0,23
2614,1,328,0,45
2856,1,539,0,19
2856,2,778,3,97
2522,1,691,2,22
2614,2,463,0,99
2736,1,370,0,32
2764,1,331,0,83
2917,1,385,0,51
2675,1,545,0,65
2491,0,580,0,68
2705,1,442,0,18
2491,2,797,3,52
2461,1,784,3,37
2948,1,828,3,51
2583,1,636,1,54
2917,2,741,3,76
2644,1,725,3,78
2461,2,381,0,87
2583,1,807,3,100
3192,1,559,0,33
2826,0,549,0,65
2795,2,839,3,74
2461,0,827,3,40
2614,0,684,1,21
3040,2,301,0,36
2552,0,389,0,79
2491,0,591,0,25
2644,1,537,0,30
3495,0,627,0,96
2856,2,665,1,20
2614,2,595,0,62
3130,2,615,0,27
2795,1,511,0,41
2795,1,320,0,38
3009,1,712,2,33
3009,0,402,0,41
2491,2,537,0,48
2491,1,803,3,22
2522,1,773,3,40
2644,1,419,0,33
2917,0,357,0,50
2948,2,317,0,23
2705,1,818,3,47
2764,0,774,3,30
2675,0,748,3,42
3009,2,364,0,40
2522,1,355,0,35
2705,2,392,0,23
2491,1,559,0,38
3161,2,482,0,99
2856,1,504,0,26
2614,1,777,3,86
2856,2,631,1,38
2461,1,781,3,29
2675,1,500,0,18
2826,2,647,1,67
2522,1,511,0,34
2736,1,335,0,99
3040,1,750,3,38
2614,1,441,0,29
2917,0,789,3,28
3314,1,406,0,53
2764,1,482,0,48
2736,1,780,3,98
2705,1,482,0,21
3375,1,635,1,69
2644,2,715,2,79
3283,0,705,2,53
2826,1,749,3,60
3070,1,744,3,87
3222,1,331,0,55
2491,1,423,0,63
2644,2,380,0,33
2764,1,656,1,52
2522,1,684,1,58
2491,1,382,0,53
2522,0,756,3,28
2675,2,801,3,26
2705,1,620,0,44
2736,1,681,1,57
2795,0,542,0,98
3009,0,844,3,54
2705,1,775,3,36
2826,1,372,0,61
2795,1,370,0,32
2795,1,496,0,42
2675,0,647,1,55
2795,1,773,3,84
2583,1,751,3,94
2522,2,829,3,54
2736,2,463,0,77
2583,1,729,3,30
2675,1,411,0,60
2705,1,810,3,26
2552,0,776,3,31
2461,2,826,3,30
2552,1,542,0,19
2736,1,713,2,95
2522,1,651,1,52
3618,2,778,3,53
3283,1,580,0,56
3526,0,493,0,60
2675,1,707,2,56
2491,2,650,1,57
2856,0,706,2,55
2948,1,345,0,63
3436,1,764,3,65
2461,1,782,3,83
2979,2,577,0,26
2979,0,325,0,63
2644,2,366,0,51
2764,1,820,3,72
3345,1,520,0,23
3040,1,731,3,33
2948,0,801,3,21
2522,1,415,0,45
2522,1,729,3,22
2614,1,310,0,58
2795,1,430,0,90
3375,2,408,0,96
2491,2,608,0,56
3253,1,390,0,59
2764,1,721,3,98
2644,0,424,0,48
2552,0,819,3,59
2491,1,735,3,51
2795,1,354,0,22
2552,0,341,0,67
2795,1,706,2,21
2491,1,585,0,21
2614,1,309,0,26
3101,1,443,0,38
3009,2,390,0,22
2917,1,789,3,21
2583,1,673,1,38
2522,1,388,0,74
2705,2,813,3,41
2795,2,736,3,61
2826,1,727,3,31
2979,0,302,0,80
2826,1,680,1,100
2552,1,594,0,65
2887,1,519,0,31
2614,2,656,1,73
2887,1,789,3,32
2856,0,663,1,36
2644,2,722,3,41
2675,1,718,2,21
2917,0,513,0,77
2491,1,675,1,47
2614,0,729,3,29
2583,0,604,0,66
2948,1,745,3,57
2583,2,661,1,48
2764,1,834,3,32
2522,1,773,3,43
2491,0,548,0,29
2826,1,849,3,28
2764,0,363,0,25
2705,1,364,0,81
2491,1,321,0,63
3101,1,626,0,35
2552,0,704,2,26
2552,1,815,3,39
2461,1,781,3,35
2583,2,358,0,48
2736,2,448,0,28
2856,1,715,2,46
2705,2,577,0,43
2614,1,714,2,62
2461,1,510,0,27
2979,0,758,3,47
2522,0,828,3,54
2705,1,380,0,71
2826,1,332,0,57
2856,1,649,1,36
2979,1,376,0,19
2644,0,804,3,43
2917,1,315,0,50
2764,1,812,3,25
2522,2,778,3,84
2795,2,732,3,24
2675,2,381,0,33
2887,2,384,0,96
3618,0,527,0,26
2491,1,360,0,51
3161,0,398,0,54
2614,1,810,3,57
2522,1,466,0,81
2552,1,446,0,21
2583,1,623,0,21
2764,1,737,3,25
2644,1,335,0,48
2826,1,457,0,50
2675,0,797,3,24
2736,0,313,0,21
2644,1,672,1,23
2614,1,422,0,21
2522,1,808,3,28
2675,1,711,2,49
2979,1,809,3,54
2552,1,341,0,28
2979,1,786,3,44
2948,1,842,3,35
2705,1,785,3,49
2764,1,331,0,54
2948,1,725,3,27
3222,1,648,1,36
3009,2,699,2,89
2491,1,374,0,90
2522,0,414,0,49
2979,1,422,0,75
2856,2,371,0,45
2644,1,842,3,29
2764,1,775,3,35
3283,1,430,0,71
3192,2,811,3,47
2795,1,786,3,29
2764,1,503,0,96
3192,1,311,0,38
2856,1,521,0,48
2461,1,769,3,74
2736,0,706,2,90
2736,1,632,1,30
2795,2,770,3,31
2522,1,649,1,24
2705,1,450,0,57
3192,0,352,0,67
3222,2,404,0,94
2644,1,531,0,51
2522,1,727,3,29
2887,2,731,3,21
2979,2,463,0,92
2522,2,673,1,51
2644,2,608,0,49
2461,2,550,0,62
3009,1,634,1,25
2675,1,558,0,54
2552,2,841,3,94
2461,1,321,0,90
3436,1,558,0,68
2614,0,565,0,19
2583,1,723,3,66
3040,2,402,0,89
2764,1,538,0,48
2826,1,423,0,32
3375,1,621,0,32
2826,2,412,0,95
2826,0,610,0,19
2826,1,741,3,31
2644,1,416,0,57
2522,1,846,3,41
2644,1,845,3,38
2522,0,405,0,29
2826,1,541,0,21
3130,1,664,1,84
2552,1,702,2,22
2948,2,760,3,34
2583,1,423,0,36
2522,0,832,3,31
2522,1,647,1,71
2764,1,822,3,65
2736,0,548,0,51
2522,0,482,0,28
2583,0,374,0,56
2522,1,526,0,44
2583,2,348,0,86
2764,1,373,0,43
3161,2,699,2,57
2614,0,747,3,48
2644,1,696,2,55
2764,2,476,0,44
2856,0,614,0,83
3009,1,433,0,92
3222,2,720,3,46
2461,2,341,0,67
2795,0,580,0,54
2644,2,435,0,46
2522,1,780,3,42
2764,1,793,3,66
3587,1,758,3,33
2552,2,480,0,27
2644,1,577,0,65
2979,1,604,0,81
2795,2,727,3,35
2675,1,829,3,21
2826,0,774,3,25
2948,1,656,1,50
2552,0,383,0,63
2705,1,333,0,51
2522,1,414,0,34
2856,1,756,3,86
2979,1,400,0,37
2979,1,747,3,39
2522,2,778,3,77
2583,1,664,1,18
4287,1,657,1,49
2461,1,707,2,92
2705,0,344,0,80
2522,1,747,3,71
2552,1,356,0,63
2795,0,578,0,33
2948,1,417,0,63
3070,2,657,1,32
3070,1,311,0,52
3314,1,308,0,20
2887,1,493,0,23
2614,1,753,3,68
2705,1,636,1,75
2614,0,803,3,51
3009,1,405,0,38
2795,1,398,0,26
2614,2,796,3,54
2979,1,731,3,36
2979,1,703,2,52
2948,1,621,0,75
2461,0,525,0,63
3070,1,790,3,23
4409,1,622,0,43
2552,1,518,0,70
2614,1,754,3,72
2887,1,381,0,98
2675,1,763,3,23
3832,1,590,0,19
2552,1,534,0,36
2491,1,723,3,45
2461,0,390,0,21
2675,1,534,0,19
2948,2,411,0,88
2583,1,403,0,30
2764,1,848,3,37
3222,2,506,0,91
3040,1,562,0,39
3253,2,513,0,24
2675,1,388,0,30
2552,0,679,1,50
2979,1,762,3,98
2856,1,502,0,55
2552,0,398,0,57
2826,1,563,0,86
2552,1,551,0,44
3283,2,632,1,93
3009,0,547,0,49
2979,2,681,1,67
2552,1,765,3,34
2826,0,772,3,67
2491,1,539,0,84
2522,1,567,0,36
2461,0,701,2,49
2736,2,370,0,44
2856,2,722,3,89
2522,0,515,0,20
2614,0,635,1,52
2917,1,677,1,79
2614,1,779,3,39
2552,0,818,3,62
2764,1,799,3,53
2795,1,457,0,80
2491,1,323,0,41
2675,0,690,2,79
2764,1,708,2,40
2948,1,503,0,92
2614,1,683,1,24
2736,1,822,3,29
2552,2,688,1,63
2795,1,391,0,50
2705,0,336,0,49
2795,2,378,0,76
2736,1,305,0,24
2522,1,641,1,66
2887,2,309,0,51
2644,1,503,0,22
2461,1,353,0,71
2522,1,507,0,93
2491,0,514,0,66
2705,1,411,0,68
2461,2,323,0,73
2583,1,613,0,78
2552,1,381,0,19
2552,2,847,3,32
3467,2,810,3,86
3009,1,500,0,27
2461,1,517,0,72
3557,0,372,0,65
2614,1,433,0,21
2583,1,650,1,74
3801,1,421,0,95
3648,1,468,0,80
3192,1,322,0,29
3009,1,477,0,24
2887,0,631,1,50
2705,1,648,1,43
2736,1,569,0,70
2887,0,514,0,92
2736,0,795,3,49
2522,1,641,1,20
2826,1,736,3,62
2522,1,662,1,61
2614,2,414,0,43
4470,1,616,0,73
3009,1,631,1,33
2614,1,820,3,53
2826,1,608,0,31
2675,1,768,3,33
2522,1,317,0,33
2552,0,676,1,51
3070,1,576,0,33
3101,1,565,0,23
2826,1,609,0,94
2614,2,465,0,32
3040,1,538,0,46
2522,2,836,3,58
2675,2,439,0,84
2461,1,300,0,40
2491,2,609,0,80
2675,2,490,0,66
2552,0,402,0,34
2552,0,370,0,85
2675,1,692,2,19
2764,1,728,3,56
2675,1,605,0,62
2583,2,574,0,81
2675,1,716,2,49
3161,0,404,0,51
2917,2,640,1,23
2614,1,402,0,73
2705,1,705,2,54
2764,1,560,0,21
2705,0,400,0,58
2644,1,690,2,85
2552,2,837,3,46
2461,2,807,3,50
2826,0,604,0,42
2644,1,814,3,23
2614,1,783,3,22
3161,1,386,0,37
3101,1,603,0,39
2826,0,810,3,18
2583,2,563,0,19
2764,1,554,0,80
2522,1,779,3,20
2736,2,509,0,51
3040,1,777,3,45
4044,1,490,0,71
3436,1,508,0,89
2552,1,401,0,45
2583,1,601,0,21
2917,1,780,3,25
2522,2,754,3,22
2491,1,517,0,38
2948,1,735,3,47
2917,1,568,0,48
2522,0,565,0,67
2644,2,482,0,31
2552,1,720,3,29
2764,1,322,0,31
2979,1,578,0,79
2795,0,806,3,72
2764,0,677,1,28
2552,1,420,0,37
2675,2,782,3,24
3009,0,579,0,82
2826,1,345,0,39
2795,2,842,3,30
2552,0,693,2,40
2887,1,758,3,24
2736,1,614,0,79
3222,2,304,0,21
2979,1,756,3,19
2764,1,364,0,56
2583,1,560,0,63
2644,1,784,3,34
2979,1,796,3,58
2856,2,830,3,44
2675,1,514,0,45
2522,2,329,0,23
2583,0,710,2,47
2614,2,809,3,62
2675,1,436,0,37
2491,1,320,0,65
2705,1,757,3,51
3070,1,497,0,92
3040,2,640,1,54
2705,1,654,1,34
2552,1,734,3,57
2856,1,611,0,95
2614,1,777,3,23
3192,0,662,1,48
2644,0,408,0,84
2461,1,837,3,20
2917,2,656,1,26
2948,1,582,0,94
2491,1,693,2,74
2917,1,795,3,46
3345,1,608,0,26
3253,1,603,0,92
2736,2,663,1,79
2614,1,794,3,43
2705,1,610,0,85
2705,1,843,3,21
2522,2,681,1,39
2856,2,355,0,33
2644,2,689,1,74
2675,1,558,0,91
2948,0,476,0,25
3436,1,815,3,70
3222,2,638,1,27
2491,1,342,0,83
2887,0,309,0,20
2887,1,755,3,52
3101,1,816,3,54
2917,1,699,2,61
3009,2,507,0,35
2491,0,441,0,23
2461,2,752,3,42
3070,1,349,0,96
2583,1,452,0,35
2461,2,353,0,42
2614,0,837,3,32
2795,1,352,0,25
3070,0,817,3,60
3710,1,349,0,51
2826,1,617,0,18
2826,1,714,2,36
2644,1,841,3,49
2491,1,744,3,56
2826,0,586,0,86
2795,0,839,3,42
2461,1,498,0,34
2979,1,414,0,48
2461,1,740,3,43
3130,2,400,0,19
2736,1,816,3,73
2552,1,323,0,20
2583,2,774,3,77
2736,0,341,0,95
2826,1,363,0,44
3161,1,700,2,60
2552,2,421,0,60
3283,1,553,0,21
2583,1,793,3,57
2522,0,707,2,33
2979,0,486,0,62
2583,1,442,0,50
2795,1,729,3,47
2522,2,729,3,37
2948,2,752,3,38
2917,0,332,0,87
3406,1,405,0,64
2675,1,734,3,54
4409,1,609,0,50
2461,2,483,0,91
2644,1,476,0,68
2917,1,363,0,32
2795,2,557,0,89
2705,0,571,0,24
2614,2,662,1,73
2644,1,751,3,64
2856,1,321,0,32
2583,1,536,0,42
3253,1,405,0,43
3161,1,620,0,40
2736,2,477,0,21
2736,1,580,0,48
2856,1,702,2,78
2705,0,413,0,22
2614,1,413,0,86
2705,2,448,0,85
2583,2,827,3,70
2795,0,430,0,45
2887,1,313,0,34
2795,1,626,0,44
2522,1,402,0,33
2461,1,711,2,38
2675,2,567,0,31
2583,1,728,3,97
2644,2,790,3,35
2795,1,727,3,93
2614,1,620,0,98
3040,2,719,2,22
2705,2,498,0,32
3192,2,460,0,82
2491,2,534,0,43
2705,1,509,0,67
3345,1,791,3,25
2705,2,678,1,28
3345,1,807,3,31
2795,0,639,1,37
2644,2,396,0,65
2795,1,593,0,64
2826,1,690,2,56
3406,1,372,0,28
2614,1,419,0,63
2583,1,601,0,33
2887,1,532,0,38
2826,0,671,1,19
2583,0,707,2,50
2948,1,444,0,61
3345,2,796,3,46
3040,0,763,3,18
3101,2,375,0,31
2583,2,660,1,23
2491,1,336,0,30
2552,1,808,3,19
2491,2,726,3,35
2583,2,388,0,61
2795,1,836,3,53
2644,1,757,3,29
2979,0,513,0,29
2736,1,808,3,44
2764,1,431,0,30
2644,1,522,0,70
2614,1,334,0,52
2552,1,494,0,77
2552,2,845,3,58
4378,2,348,0,41
2552,0,352,0,59
3345,1,316,0,22
2736,1,644,1,59
2461,1,449,0,44
2705,0,552,0,66
2826,1,710,2,41
2795,1,559,0,36
2826,1,654,1,83
2887,1,462,0,42
3161,2,542,0,30
2461,1,349,0,25
2583,1,727,3,20
2522,2,574,0,27
2614,1,819,3,90
2491,1,757,3,68
2948,2,827,3,45
2522,1,620,0,35
2856,1,828,3,43
2491,1,594,0,94
3406,1,820,3,77
2491,1,709,2,35
2675,1,801,3,19
3222,1,630,1,56
3253,2,480,0,96
2522,2,836,3,26
2552,0,698,2,23
2491,1,825,3,35
2795,1,726,3,74
2614,0,405,0,71
2675,2,374,0,58
2826,2,466,0,21
3314,2,637,1,47
2522,1,574,0,52
2764,1,743,3,30
2764,1,499,0,45
2705,1,426,0,76
2736,1,383,0,28
2522,0,668,1,80
2795,1,661,1,22
3891,1,445,0,69
3436,1,356,0,18
2614,1,326,0,20
2675,1,652,1,72
2583,1,753,3,22
2979,2,592,0,83
2736,1,837,3,45
2948,1,675,1,69
2764,2,669,1,96
2583,1,359,0,29
3161,1,469,0,37
2522,1,583,0,30
2614,1,536,0,41
2856,1,648,1,47
2917,1,706,2,35
3192,1,579,0,20
2552,1,318,0,26
3495,0,337,0,31
2736,1,392,0,35
2979,1,577,0,72
2461,1,506,0,69
2856,1,398,0,32
2795,1,581,0,97
2522,1,608,0,18
2491,2,374,0,26
2705,1,760,3,51
2764,1,688,1,19
3040,1,390,0,22
2583,1,655,1,20
2887,1,317,0,37
3009,1,324,0,32
2856,1,663,1,63
2764,2,698,2,41
2461,0,737,3,37
2826,1,412,0,94
2552,1,536,0,30
2522,1,411,0,37
2522,1,786,3,47
2979,1,337,0,53
2795,1,498,0,33
3283,1,387,0,51
2614,0,589,0,81
2795,0,594,0,95
2583,1,735,3,42
2856,1,536,0,23
2826,2,796,3,67
2461,1,519,0,64
2856,1,848,3,23
2491,1,618,0,45
2795,1,425,0,28
2522,1,645,1,94
2522,1,644,1,65
2583,2,557,0,60
3406,1,309,0,35
2826,2,459,0,21
2795,1,828,3,30
2736,1,328,0,99
2614,2,439,0,33
2887,0,536,0,38
2614,1,384,0,26
2491,0,418,0,41
2764,1,510,0,91
3070,1,311,0,22
2736,1,827,3,42
2795,2,840,3,37
3192,1,564,0,19
2675,1,563,0,86
